Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Niger,NER,Scientific and technical journal articles,IP.JRN.ARTC.SC,21.5,22,29.2,29.7,26.9,53.5,67.5,33.1,31.2,35.7,35.7
Nigeria,NGA,Scientific and technical journal articles,IP.JRN.ARTC.SC,1266.2,1600.3,2287.7,2818.9,2887.4,3623.8,4063.1,4456.1,3904.8,3653.7,3653.7
North America,NAC,Scientific and technical journal articles,IP.JRN.ARTC.SC,375509.4098,409777.7082,419138.5834,428012.4662,434639.5229,442419.2982,453628.1238,465842.3401,473268.5483,470427.4095,470427.4095
Norway,NOR,Scientific and technical journal articles,IP.JRN.ARTC.SC,5459.6,6522.5,6940.4,7492.6,7691.5,8615.3,8825.9,9443,10039.8,9853.6,9853.6
OECD members,OED,Scientific and technical journal articles,IP.JRN.ARTC.SC,976075.4,1077831.5,1124003.7,1163736.6,1194598.4,1236580.2,1266705.8,1313440.7,1351750,1363074.1,1363074.1
Oman,OMN,Scientific and technical journal articles,IP.JRN.ARTC.SC,293.4,314.5,326.3,375.1,372,423.7,472.7,603.3,588.3,657.6,657.6
Other small states,OSS,Scientific and technical journal articles,IP.JRN.ARTC.SC,1886.505786,2189.835729,2543.738042,2831.322773,3221.907609,3538.736175,4095.085485,4265.683614,4761.513772,5261.462807,5261.462807
Pacific island small states,PSS,Scientific and technical journal articles,IP.JRN.ARTC.SC,78.64314467,86.56842282,108.0073163,113.1218688,82.95603715,97.2,94.52745603,92.26893948,84.40104542,112.8072084,112.8072084
Pakistan,PAK,Scientific and technical journal articles,IP.JRN.ARTC.SC,1556.4,2237.6,2787.2,3337.5,3983.9,4944.3,5677.2,6698.7,6980.6,7771.5,7771.5
Palau,PLW,Scientific and technical journal articles,IP.JRN.ARTC.SC,2.4,4,3.8,8,3.7,2.6,5.2,1.8,2.2,3.5,3.5
Panama,PAN,Scientific and technical journal articles,IP.JRN.ARTC.SC,68.8,81.4,83.9,101.3,118.8,118,121,130,154.8,157.5,157.5
Papua New Guinea,PNG,Scientific and technical journal articles,IP.JRN.ARTC.SC,40.2,34.1,40.5,57.6,59.7,43.7,51.3,46,60.6,43.6,43.6
Paraguay,PRY,Scientific and technical journal articles,IP.JRN.ARTC.SC,25.3,26.8,28.1,31,38.7,36.4,38.3,55.9,57.6,61,61
Peru,PER,Scientific and technical journal articles,IP.JRN.ARTC.SC,194.4,216.9,284.3,290.6,345.4,397.5,466.8,545.7,563.9,647.8,647.8
Philippines,PHL,Scientific and technical journal articles,IP.JRN.ARTC.SC,344,428.4,414.4,457.8,525.9,585.5,652.3,841.5,842.4,915.8,915.8
Poland,POL,Scientific and technical journal articles,IP.JRN.ARTC.SC,16647,18538.5,20295.6,20379.3,22213.9,22721.8,23706.2,25044.3,27064.7,28753.3,28753.3
Portugal,PRT,Scientific and technical journal articles,IP.JRN.ARTC.SC,4958.3,5723.4,6969.5,7350.5,8469,9329.2,10283.4,11610.5,12623,13555.6,13555.6
Post-demographic dividend,PST,Scientific and technical journal articles,IP.JRN.ARTC.SC,943372.4346,1041193.311,1081928.419,1119550.238,1147483.335,1185792.385,1213543.905,1256931.765,1291869.411,1299053.522,1299053.522
Pre-demographic dividend,PRE,Scientific and technical journal articles,IP.JRN.ARTC.SC,3367.901235,3977.828108,5062.007145,6044.73481,6305.928935,7479.774367,8513.907723,9626.933727,9181.703018,9197.136329,9197.136329
Qatar,QAT,Scientific and technical journal articles,IP.JRN.ARTC.SC,137.6,167.8,183.6,243.4,279.1,324.5,398.3,457.6,616.2,770.2,770.2
Romania,ROU,Scientific and technical journal articles,IP.JRN.ARTC.SC,2362.8,3184.6,3273.5,4782.7,6794,8840.6,10394.5,10265,10605.9,11163.6,11163.6
Russian Federation,RUS,Scientific and technical journal articles,IP.JRN.ARTC.SC,25964.7,28158,27237,28285.8,29569.8,30294.2,31607.1,33615.6,33260.4,35542.3,35542.3
Rwanda,RWA,Scientific and technical journal articles,IP.JRN.ARTC.SC,9.8,7.3,18,21.7,26.3,33.1,54.2,55.8,62.7,91.1,91.1
Samoa,WSM,Scientific and technical journal articles,IP.JRN.ARTC.SC,4.8,5.1,9.4,5.1,2.8,5.4,6.1,6.6,2.5,4,4
San Marino,SMR,Scientific and technical journal articles,IP.JRN.ARTC.SC,0.6,1.3,0.7,1.9,4.8,1.4,1.3,2.3,5.7,6.8,6.8
Sao Tome and Principe,STP,Scientific and technical journal articles,IP.JRN.ARTC.SC,0.6,0.3,1,1.3,0,1.3,2.2,0,0.5,1.2,1.2
Saudi Arabia,SAU,Scientific and technical journal articles,IP.JRN.ARTC.SC,1689.2,1724.2,1875.3,2002,2232.9,2895,3755.9,5205,6227.1,7635.6,7635.6
Senegal,SEN,Scientific and technical journal articles,IP.JRN.ARTC.SC,129.8,166.4,139.7,169.9,170.6,177.8,198.8,275,298,295.8,295.8
Serbia,SRB,Scientific and technical journal articles,IP.JRN.ARTC.SC,1260,1787.7,1819,2477,2897.3,3509.8,3947.7,4711.8,5599.4,5169.1,5169.1
Seychelles,SYC,Scientific and technical journal articles,IP.JRN.ARTC.SC,5,4.9,9,12.3,11.6,7.1,7.8,9.9,9.8,15.4,15.4
Sierra Leone,SLE,Scientific and technical journal articles,IP.JRN.ARTC.SC,4.4,6.5,5.1,5.7,9.1,10.9,12.2,13.9,16.3,15,15
Singapore,SGP,Scientific and technical journal articles,IP.JRN.ARTC.SC,7232.1,7757.1,7985.6,8015.1,8468.4,8799.7,9617,9896.5,10602.3,10658.5,10658.5
Slovak Republic,SVK,Scientific and technical journal articles,IP.JRN.ARTC.SC,2272.6,2480.5,2593.7,2721.2,3287.2,3106,3452.4,3795.4,4184.2,4729.9,4729.9
Slovenia,SVN,Scientific and technical journal articles,IP.JRN.ARTC.SC,1879.8,2310.8,2391.2,2658.6,2976,3183.3,3218.9,3624.3,3550.4,3514.2,3514.2
Small states,SST,Scientific and technical journal articles,IP.JRN.ARTC.SC,2321.346765,2660.194838,3008.397608,3384.511783,3760.809666,4138.542828,4620.988356,4862.917149,5361.02935,5825.442002,5825.442002
Solomon Islands,SLB,Scientific and technical journal articles,IP.JRN.ARTC.SC,2.6,3.1,6.6,4.3,2.9,3.4,7.8,7.4,5,4.3,4.3
Somalia,SOM,Scientific and technical journal articles,IP.JRN.ARTC.SC,1.1,0,1,0,1.1,1.8,3.2,2.9,1.4,6.3,6.3
South Africa,ZAF,Scientific and technical journal articles,IP.JRN.ARTC.SC,4607.3,4901.2,5485.3,5724.5,6137.3,6949.7,7531,8471.5,8955.4,9679.1,9679.1
South Asia,SAS,Scientific and technical journal articles,IP.JRN.ARTC.SC,31237.8,36487,42496,48509.3,54958.7,62711.5,74043.5,89794.7,98401.1,104307.1,104307.1
South Asia (IDA & IBRD),TSA,Scientific and technical journal articles,IP.JRN.ARTC.SC,31237.8,36487,42496,48509.3,54958.7,62711.5,74043.5,89794.7,98401.1,104307.1,104307.1
Spain,ESP,Scientific and technical journal articles,IP.JRN.ARTC.SC,30934.5,35197,38778.5,41318.2,43309.2,46712.2,48291.9,51288.4,53644.8,53342.1,53342.1
Sri Lanka,LKA,Scientific and technical journal articles,IP.JRN.ARTC.SC,251.6,329,381.3,433.9,491,480.8,498.1,577.1,595.8,713.1,713.1
St. Kitts and Nevis,KNA,Scientific and technical journal articles,IP.JRN.ARTC.SC,0.7,2,1.9,2,4,3.1,3.7,4.1,9.3,13.2,13.2
St. Lucia,LCA,Scientific and technical journal articles,IP.JRN.ARTC.SC,0,0.3,0.5,0.9,0.2,0,2.3,1,0.2,0.8,0.8
St. Vincent and the Grenadines,VCT,Scientific and technical journal articles,IP.JRN.ARTC.SC,0.1,0,0.7,1.2,0,1.1,0.5,0.1,1.4,2.2,2.2
Sub-Saharan Africa,SSF,Scientific and technical journal articles,IP.JRN.ARTC.SC,8709.195746,9602.23128,11365.23538,12661.63929,13315.2712,15357.44726,16961.71056,19014.80571,19193.48529,20163.95492,20163.95492
Sub-Saharan Africa (excluding high income),SSA,Scientific and technical journal articles,IP.JRN.ARTC.SC,8704.147715,9597.285498,11356.14372,12649.21055,13303.55159,15350.28296,16953.84003,19004.81303,19183.59401,20148.39905,20148.39905
Sub-Saharan Africa (IDA & IBRD countries),TSS,Scientific and technical journal articles,IP.JRN.ARTC.SC,8709.195746,9602.23128,11365.23538,12661.63929,13315.2712,15357.44726,16961.71056,19014.80571,19193.48529,20163.95492,20163.95492
Sudan,SDN,Scientific and technical journal articles,IP.JRN.ARTC.SC,99.9,100.6,108.6,147.6,188.9,264,309.8,341.9,312.4,375.1,375.1
Suriname,SUR,Scientific and technical journal articles,IP.JRN.ARTC.SC,4.6,4.8,5.2,5.8,5.1,4.5,6.7,4.2,9.5,15.2,15.2
Swaziland,SWZ,Scientific and technical journal articles,IP.JRN.ARTC.SC,11.3,18.8,17.3,14.8,27.5,35.7,54.9,47.1,35.3,37.9,37.9
Sweden,SWE,Scientific and technical journal articles,IP.JRN.ARTC.SC,14991.1,16147.3,16427.5,16506,16286.6,16831.5,17307,17948.8,18864.1,19361.8,19361.8
Switzerland,CHE,Scientific and technical journal articles,IP.JRN.ARTC.SC,13753.7,15151.3,16214.1,16702.5,17121.9,17836.8,18545.5,19483.7,20613.6,21060.4,21060.4
Syrian Arab Republic,SYR,Scientific and technical journal articles,IP.JRN.ARTC.SC,130.9,141.9,116.8,155.1,200.8,160.9,233.2,281.3,315,310.5,310.5
Tajikistan,TJK,Scientific and technical journal articles,IP.JRN.ARTC.SC,34.4,29.3,27.8,31.5,31,23.3,39.6,41.9,64.3,70.8,70.8
Tanzania,TZA,Scientific and technical journal articles,IP.JRN.ARTC.SC,188.4,202.1,273.7,289.7,290,315.1,369,414.5,374.6,378.9,378.9
Thailand,THA,Scientific and technical journal articles,IP.JRN.ARTC.SC,2687.7,3498.3,4271,4788.1,5709.1,5989.1,6966.2,7553.3,8364.7,8630.8,8630.8
Togo,TGO,Scientific and technical journal articles,IP.JRN.ARTC.SC,22.6,26,28.9,33.5,40,42.3,49.9,52.6,54.2,69.1,69.1
Tonga,TON,Scientific and technical journal articles,IP.JRN.ARTC.SC,1.1,0.7,2.7,3.4,0.5,2.9,1.4,1.9,1.3,1.3,1.3
Trinidad and Tobago,TTO,Scientific and technical journal articles,IP.JRN.ARTC.SC,126.2,166.8,138.8,177.1,166.1,215.5,197.5,227.3,203.1,159.9,159.9
Tunisia,TUN,Scientific and technical journal articles,IP.JRN.ARTC.SC,1330.4,1670,1917.9,2320,2748.6,3194.5,3461.9,3771.8,3859.8,4206.8,4206.8
Turkey,TUR,Scientific and technical journal articles,IP.JRN.ARTC.SC,15462.5,17555.1,19371.9,21396.4,21816.2,24885,26172.8,27355.1,28329.2,30402.3,30402.3
Turkmenistan,TKM,Scientific and technical journal articles,IP.JRN.ARTC.SC,4.5,3.2,3.8,4.9,2.6,5,5.3,12.2,13.3,6.9,6.9
Tuvalu,TUV,Scientific and technical journal articles,IP.JRN.ARTC.SC,0.6,0,1.3,0.4,0.3,0.3,1,0,0,0.3,0.3
Uganda,UGA,Scientific and technical journal articles,IP.JRN.ARTC.SC,202.4,216.8,212.8,281.2,258.8,317.5,410.7,443.8,454.7,473.9,473.9
Ukraine,UKR,Scientific and technical journal articles,IP.JRN.ARTC.SC,4738.9,5057.5,4994.2,5156,5478.8,5312.1,5711.9,6118.7,6561.4,7217.8,7217.8
United Arab Emirates,ARE,Scientific and technical journal articles,IP.JRN.ARTC.SC,520.2,673.2,779.1,735.6,878,995.2,1173.8,1397.3,1588.3,1679.1,1679.1
United Kingdom,GBR,Scientific and technical journal articles,IP.JRN.ARTC.SC,74711.6,81156.4,84991.3,88312.4,88851.5,91757.6,91788.5,94376.1,96764.7,97332.2,97332.2
United States,USA,Scientific and technical journal articles,IP.JRN.ARTC.SC,335064.2,363815.9,371105.3,376882.9,382256.8,388037.2,398121.9,409369.8,414758.5,412541.5,412541.5
Upper middle income,UMC,Scientific and technical journal articles,IP.JRN.ARTC.SC,208027.0398,272640.9196,312605.3857,353081.0491,405828.6446,465181.8915,510015.5729,577348.256,609465.1824,648448.9855,648448.9855
Uruguay,URY,Scientific and technical journal articles,IP.JRN.ARTC.SC,298.9,342.5,355,381.6,443.2,486.2,509.3,579.2,584.1,590.6,590.6
Uzbekistan,UZB,Scientific and technical journal articles,IP.JRN.ARTC.SC,329.9,301.3,291.2,352.1,299.1,336.4,380.8,371.3,321.1,346.6,346.6
Vanuatu,VUT,Scientific and technical journal articles,IP.JRN.ARTC.SC,7.8,7.8,6,2.6,4.4,5.6,6.3,7.9,6.4,7.1,7.1
"Venezuela, RB",VEN,Scientific and technical journal articles,IP.JRN.ARTC.SC,1083.1,1260.6,1339.7,1399.6,1633,1650.8,1490.1,1277.3,1387.8,1196.1,1196.1
Vietnam,VNM,Scientific and technical journal articles,IP.JRN.ARTC.SC,317.6,387.8,441,504.5,784.4,871.8,1112,1217.9,1581,1848.4,1848.4
West Bank and Gaza,PSE,Scientific and technical journal articles,IP.JRN.ARTC.SC,44.3,55,65.4,76.1,90.4,109.6,123.1,126.4,138.7,125.8,125.8
World,WLD,Scientific and technical journal articles,IP.JRN.ARTC.SC,1245379.318,1421145.492,1516346.597,1606232.429,1701106.816,1814752.382,1906379.934,2043980.219,2125608.218,2184419.897,2184419.897
"Yemen, Rep.",YEM,Scientific and technical journal articles,IP.JRN.ARTC.SC,38.9,44.3,52,46.1,59,81.3,106.3,119,118.7,127.1,127.1
Zambia,ZMB,Scientific and technical journal articles,IP.JRN.ARTC.SC,43.6,59.9,68.9,69.5,91,73.3,92,107.7,108.8,117.3,117.3
Zimbabwe,ZWE,Scientific and technical journal articles,IP.JRN.ARTC.SC,133.6,129.9,167.2,169.7,130.1,118.9,155,149.8,186.6,210.2,210.2
